"id","name","winepoints_signalled","state_signalled","sold","winepoints","state"
43478,"Laurent Perrier Grand Siecle Brut NV 0,75 l",1,1,1,94,"1 cm"
43479,"Marques de Murrieta Castillo Ygay Gran Reserva Especial 1970 0,75 l",1,1,1,93,"in"
43480,"Chateau Le Conseiller 2009 0,75 l",NULL,1,NULL,0,"in"
43481,"Chateau Le Conseiller 2010 0,75 l",NULL,1,1,0,"in"
43482,"Chateau Latour 2004 0,75 l",1,1,1,95,"in"
43483,"Chateau Latour 2004 0,75 l",1,1,1,95,"in"
43484,"Chateau La Mission-Haut-Brion 2001 0,75 l",1,1,1,96,"in"
43485,"Domaine de la Janasse Chateauneuf-du-Pape ""Vieilles Vignes"" 2007 0,75 l",1,1,1,10,"1 cm"
43486,"Chateau Canon-La-Gaffeliere 2000 0,75 l",1,1,1,94,"in"
43487,"Chateau Pavie-Macquin 1998 0,75 l",1,1,1,97,"in, Kapsel ganz leicht beschädigt"
43488,"Chateau Pavie-Macquin 1998 0,75 l",1,1,1,97,"in, Kapsel ganz leicht beschädigt"
43489,"Giacosa, Bruno Barbaresco Santo Stefano di Neive 1979 0,75 l",NULL,1,1,0,"in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt"
43490,"Giacosa, Bruno Bussia di Monforte Barolo Riserva Speciale 1979 0,75 l",NULL,1,1,0,"ts, Etikett ganz leicht beschädigt"
43491,"Giacosa, Bruno Bussia di Monforte Barolo Riserva Speciale 1979 0,75 l",NULL,1,1,0,"ts, Etikett ganz leicht beschädigt"
43492,"Giacosa, Bruno Bussia di Monforte Barolo Riserva Speciale 1979 0,75 l",NULL,1,1,0,"ts, Etikett ganz leicht beschädigt"
43493,"Antinori Tignanello 1985 0,75 l",1,1,1,96,"ts, Etikett ganz leicht verschmutzt"
43494,"Fontodi Flaccianello 2003 0,75 l",NULL,1,1,0,"in, Etikett ganz leicht verschmutzt"
43495,"Tenuta San Guido Sassicaia 1985 0,75 l",1,1,1,10,"in"
43496,"Tenuta San Guido Sassicaia 1989 0,75 l",NULL,1,1,0,"ts"
43497,"Tenuta San Guido Sassicaia 1992 0,75 l",1,1,NULL,91,"ts"
43498,"Azienda Nicola di Sipio Montepulciano d´Abruzzo 2015 1,5 l",NULL,1,1,0,"4 cm, Etiketten ganz leicht verschmutzt"
43499,"Fattoria di Felsina Fontalloro 1993 1,5 l",1,1,1,90,"in"
43500,"Fattoria di Felsina Fontalloro 1994 0,75 l",1,1,1,90,"ts"
43504,"Fattoria di Felsina Maestro Raro 1997 0,75 l",1,1,1,94,"ts"
43505,"Fattoria di Felsina Vigneto Rancia Chianti Classico Riserva 1995 0,75 l",1,1,1,94,"ts, Etiketten leicht beschädigt"
43506,"Fattoria di Vignamaggio Obsession 1997 0,75 l",NULL,1,1,0,"ts"
43507,"Chateau Musar Chateau Musar red 1970 0,75 l",NULL,1,NULL,0,"ts, Etikett ganz leicht beschädigt, stark verschmutzt, Kapsel beschädigt, Etikett mit Klebestreifen befestigt"
43508,"Bodegas Senorio Gran Paulet Reserva 1942 0,5 l",NULL,1,1,0,"ts"
43509,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling trocken 2019 1,5 l",1,1,1,98,"2,5 cm"
43510,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling trocken 2019 1,5 l",1,1,1,98,"2,5 cm"
43511,"Weingut Clemens Busch Pündericher Marienburg Raffes Riesling Grosses Gewächs 2019 1,5 l",1,1,1,98,"2,5 cm"
43512,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Grosses Gewächs 2017 0,75 l",1,1,NULL,95,"0,5 cm"
43513,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Grosses Gewächs 2017 0,75 l",1,1,NULL,95,"0,5 cm"
43514,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Grosses Gewächs 2017 1,5 l",1,1,NULL,95,"2 cm"
43515,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Grosses Gewächs 2017 1,5 l",1,1,NULL,95,"2 cm"
43516,"Chateau Beaumont 2008 0,75 l(1)",NULL,1,1,0,"in, Etikett ganz leicht verschmutzt"
43517,"Chateau Durfort Vivens 1995 0,75 l(1)",NULL,1,1,0,"ts, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
43518,"Chateau Mouton-Rothschild 1979 0,75 l",1,1,1,96,"ts, Etikett stark verschmutzt"
43519,"Chateau Beauséjour-Duffau-Lagarosse 2019 0,75 l",1,1,1,96,"in"
43520,"Chateau Belair-Monange 2018 0,75 l",1,1,1,98,"in, OHK mit Originalband verschlossen, Füllstand geschätzt"
43521,"Chateau Canon 2018 0,75 l",1,1,1,97,"in"
43522,"Chateau Canon 2019 0,75 l",1,1,1,95,"in"
43523,"Chateau Canon 2019 0,75 l",1,1,1,95,"in"
43524,"Chateau L´If 2017 0,75 l",1,1,NULL,90,"in"
43525,"Chateau L´If 2018 0,75 l",1,1,1,93,"in"
43526,"Chateau Le Tertre-Roteboeuf 2019 0,75 l",NULL,1,1,0,"in"
43527,"Chateau Le Tertre-Roteboeuf 2019 0,75 l",NULL,1,1,0,"in"
43528,"Chateau Pavie-Macquin 2015 0,75 l",1,1,1,94,"in"
43529,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm, Kapsel leicht beschädigt"
43530,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm"
43531,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm"
43532,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm, Kapsel ganz leicht beschädigt"
43533,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm"
43534,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm"
43535,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm"
43536,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm"
43537,"Vaille, Laurent Domaine de la Grange des Peres rouge 2016 0,75 l",NULL,1,1,0,"1 cm, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
43538,"Domaine Clos Rougeard Saumur Champigny Le Bourg  2013 0,75 l",1,1,1,93,"1 cm"
43539,"Chateau Palmer 1996 0,75 l",1,1,1,91,"in"
43540,"Domaine Armand Rousseau Gevrey Chambertin Clos St. Jacques 1er Cru 1988 0,75 l",NULL,1,1,0,"0,5 cm, Etikett ganz leicht verschmutzt"
43541,"Fürst, Rudolf Bürgstadter Centgrafenberg Spätburgunder ""R"" trocken 2007 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
43542,"Fürst, Rudolf Bürgstadter Centgrafenberg Spätburgunder ""R"" trocken 2007 0,75 l(2)",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
43543,"Knoll, Emmerich Dürnsteiner Kellerberg Riesling Smaragd 2020 0,75 l",1,1,1,96,"0,5 cm"
43544,"Knoll, Emmerich Loibner Kreutles Grüner Veltliner Smaragd 2020 0,75 l",1,1,1,95,"0,5 cm"
43545,"Knoll, Emmerich Loibner Loibenberg Grüner Veltliner Smaragd 2018 3,0 l",1,1,1,90,"1,5 cm"
43546,"Knoll, Emmerich Loibner Loibenberg Grüner Veltliner Smaragd 2020 0,75 l",1,1,1,96,"0,5 cm"
43547,"Knoll, Emmerich Loibner Loibenberg Grüner Veltliner Smaragd 2020 1,5 l",1,1,1,96,"in"
43548,"Knoll, Emmerich Loibner Loibenberg Grüner Veltliner Smaragd 2020 1,5 l",1,1,1,96,"in"
43549,"Knoll, Emmerich Loibner Loibenberg Riesling Smaragd 2019 0,75 l",1,1,1,98,"0,5 cm"
43550,"Knoll, Emmerich Loibner Loibenberg Riesling Smaragd 2019 0,75 l",1,1,1,98,"0,5 cm"
43551,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Grosses Gewächs 2019 0,75 l",1,1,1,95,"0,5 cm"
43552,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Grosses Gewächs 2019 0,75 l",1,1,1,95,"0,5 cm"
43577,"Taittinger Prelude Grands Crus Cuvee Millenium 2000 Brut NV 1,5 l",NULL,1,1,0,"1 cm"
43553,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Grosses Gewächs 2019 1,5 l",1,1,1,95,"2 cm"
43554,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Grosses Gewächs 2019 1,5 l",1,1,1,95,"2 cm"
43555,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Reserve Grosse Lage 2016 0,75 l",1,1,1,95,"0,5 cm"
43556,"Weingut Clemens Busch Pündericher Marienburg Rothenpfad Riesling Reserve Grosse Lage 2016 0,75 l",1,1,1,95,"0,5 cm"
43557,"Weingut Clemens Busch Pündericher Nonnengarten Riesling  2017 0,75 l",1,1,1,93,"0,5 cm"
43558,"Weingut Clemens Busch Pündericher Nonnengarten Riesling  2017 0,75 l",1,1,1,93,"0,5 cm"
43559,"Weingut Clemens Busch Pündericher Nonnengarten Riesling  2019 1,5 l",1,1,1,93,"1 cm"
43560,"Weingut Clemens Busch Pündericher Nonnengarten Riesling  2019 1,5 l",1,1,1,93,"1 cm"
43561,"Imparato, Silvia Montevetrano 1997 0,75 l",1,1,1,95,"in, Etikett ganz leicht verschmutzt"
43562,"Weingut Dr. Bürklin-Wolf Wachenheimer Gerümpel Riesling 1er Cru 2012 1,5 l",NULL,1,1,0,"0,5 cm"
43563,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2012 0,75 l",NULL,1,1,0,"0,5 cm"
43564,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2017 0,75 l",NULL,1,1,0,"0,5 cm"
43565,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2018 0,75 l",NULL,1,1,0,"0,5 cm"
43566,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2019 0,75 l",1,1,1,97,"0,5 cm"
43567,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2015 0,75 l(1)",1,1,1,95,"0,5 cm"
43568,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2015 0,75 l(1)",1,1,1,93,"0,5 cm"
43569,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2017 0,75 l",NULL,1,1,0,"0,5 cm"
43570,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2019 0,75 l",1,1,1,96,"0,5 cm"
43571,"Moet & Chandon Dom Perignon Brut 1995 0,75 l",1,1,1,90,"1 cm"
43572,"Moet & Chandon Dom Perignon Brut 1998 0,75 l",1,1,1,92,"1 cm, Etikett ganz leicht beschädigt"
43573,"Moet & Chandon Dom Perignon Brut 2000 0,75 l",1,1,1,94,"1 cm"
43574,"Perrier, Joseph Champagne Cuvee Speciale an 2000 Brut 2000 0,75 l",NULL,1,1,0,"1 cm"
43575,"Piper Heidsieck Brut 2000 0,75 l",NULL,1,1,0,"1 cm"
43576,"Rodez, Eric Champagne Cuvee Blanc de Noirs NV 0,75 l",1,1,NULL,91,"1 cm"
43580,"Carillon, Francois Puligny Montrachet Les Enseigneur 2013 1,5 l",NULL,1,1,0,"1 cm"
43581,"Chateau Troplong-Mondot 2003 0,75 l",1,1,NULL,94,"ts, Kapsel ganz leicht beschädigt"
43582,"Chateau Troplong-Mondot 2008 0,75 l",1,1,1,96,"in"
43583,"Chateau Trotte Vieille 2001 0,75 l",1,1,1,90,"in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
43584,"Chateau Calon-Segur 1998 0,75 l(3)",1,1,1,93,"in"
43585,"Chateau Montrose 2001 0,75 l",1,1,1,93,"in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt"
43586,"Chateau Montrose 2003 0,75 l",1,1,1,98,"in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
43587,"Chateau Leoville Las Cases 2002 0,75 l",1,1,1,95,"in"
43588,"Chateau Leoville Las Cases 2004 0,75 l",1,1,1,93,"in, Kapsel ganz leicht beschädigt"
43589,"Chateau Leoville-Barton 2008 0,75 l",1,1,1,92,"in"
43590,"Ornellaia 2003 0,75 l",1,1,1,93,"in-ts"
43591,"Weingut Forstmeister Geltz Zilliken Saarburger Rausch Riesling Grosses Gewächs 2009 0,75 l(1)",1,1,1,94,"0,5 cm"
43592,"Dönnhoff Niederhäuser Hermannshöhle Riesling Grosses Gewächs 2007 0,75 l(1)",1,1,1,95,"0,5 cm"
43593,"Dönnhoff Norheimer Dellchen Riesling Grosses Gewächs 2007 0,75 l(1)",1,1,1,94,"0,5 cm, Etikett leicht verschmutzt"
43594,"Dönnhoff Norheimer Kirschheck Riesling Spätlese 2005 0,75 l(1)",NULL,1,1,0,"0,5 cm"
43595,"Weingut Emrich Schönleber Monzinger Frühlingsplätzchen Riesling Grosses Gewächs 2008 0,75 l(1)",1,1,1,92,"0,5 cm, Etikett ganz leicht verschmutzt"
43596,"Weingut Emrich Schönleber Monzinger Halenberg Riesling Grosses Gewächs 2007 0,75 l",1,1,1,95,"0,5 cm, Etiketten ganz leicht verschmutzt"
43597,"Weingut Emrich Schönleber Monzinger Halenberg Riesling Grosses Gewächs 2008 0,75 l(1)",1,1,1,94,"0,5 cm, Etikett ganz leicht verschmutzt"
43598,"Weingut A. Christmann Königsbacher Idig Riesling Grosses Gewächs 2007 0,75 l",1,1,1,92,"0,5 cm, Etiketten ganz leicht verschmutzt"
43599,"Kühling Gillot Niersteiner Pettenthal Riesling Grosses Gewächs 2009 0,75 l",1,1,1,90,"0,5 cm"
43600,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2015 0,75 l",1,1,1,94,"0,5 cm"
43601,"Bodegas Senorio Gran Paulet Reserva 1942 0,5 l",NULL,1,1,0,"ts"
43602,"Bodegas Senorio Gran Paulet Reserva 1948 0,5 l",NULL,1,1,0,"ts"
43603,"Bodegas Senorio Gran Paulet Reserva 1949 0,5 l",NULL,1,1,0,"in"
43604,"Bodegas Senorio Gran Paulet Reserva 1950 0,5 l",NULL,1,1,0,"ts"
43609,"Mas Martinet, Peres Cims de Porrera 1996 0,75 l(1)",1,1,1,90,"ts, Etikett ganz leicht verschmutzt, ganz leicht kellergrau"
43610,"Palacios, Alvaro Clos Dofi 1993 0,75 l",NULL,1,1,0,"ts, Etiketten ganz leicht verschmutzt"
43611,"Chateau Mouton-Rothschild 1983 0,75 l",1,1,1,96,"ts-hs, Etikett verschmutzt"
43612,"Chateau Cos d´Estournel 1989 0,75 l(1)",1,1,1,93,"in"
43613,"Weingut Dr. Loosen Ürziger Würzgarten Riesling Alte Reben Grosses Gewächs 2019 0,75 l",1,1,1,96,"0,5 cm"
43614,"Weingut Dr. Loosen Ürziger Würzgarten Riesling Alte Reben Grosses Gewächs 2019 0,75 l",1,1,1,96,"0,5 cm"
43615,"Weingut Dr. Loosen Ürziger Würzgarten Riesling Alte Reben Grosses Gewächs 2019 0,75 l",1,1,1,96,"0,5 cm"
43616,"Weingut Dr. Loosen Ürziger Würzgarten Riesling Alte Reben Grosses Gewächs 2019 0,75 l",1,1,NULL,96,"0,5 cm"
43617,"Weingut Dr. Loosen Ürziger Würzgarten Riesling Alte Reben Grosses Gewächs 2019 0,75 l",1,1,1,96,"0,5 cm"
43618,"Weingut Dr. Loosen Wehlener Sonnenuhr Riesling Alte Reben Grosses Gewächs 2019 0,75 l",1,1,1,96,"0,5 cm"
43619,"Weingut Dr. Loosen Wehlener Sonnenuhr Riesling Alte Reben Grosses Gewächs 2019 0,75 l",1,1,1,96,"0,5 cm"
43620,"Penfolds Grange Hermitage 1986 0,75 l",1,1,1,98,"in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt"
43621,"Chateau Pavie-Macquin 2016 0,75 l",1,1,1,96,"in"
43622,"Chateau Pavie-Macquin 2017 0,75 l",1,1,1,97,"in"
43623,"Chateau Pavie-Macquin 2018 0,75 l",1,1,1,97,"in"
43624,"Chateau Pavie-Macquin 2018 0,75 l",1,1,1,97,"in"
43625,"Chateau Pavie-Macquin 2019 0,75 l",1,1,1,95,"in"
43626,"Chateau Pavie-Macquin 2019 0,75 l",1,1,1,95,"in"
43627,"Chateau Calon-Segur 2018 0,75 l",1,1,1,96,"in"
43655,"Pommery Cuveé Louise Brut 1999 0,75 l",1,1,1,92,"1 cm"
43628,"Chateau Calon-Segur 2019 0,75 l",1,1,1,95,"in"
43629,"Chateau Calon-Segur 2019 0,75 l",1,1,1,95,"in"
43630,"Chateau Montrose 2018 0,75 l",1,1,1,98,"in"
43631,"Domaine Clos Rougeard Saumur Champigny Le Bourg  2013 0,75 l",1,1,1,93,"1 cm"
43632,"Domaine Clos Rougeard Saumur Champigny Le Bourg  2015 0,75 l",1,1,1,93,"1 cm"
43633,"Domaine Moulin de la Gardette Gigondas 2007 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
43634,"Biologische Bundesanstalt Bernkastel-Kues Kueser Kardinalsberg Riesling Auslese 1993 0,75 l(2)",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
43635,"Weingut Franz Künstler Hochheimer Hölle Riesling Erstes Gewächs 2009 0,75 l(8)",1,1,1,91,"0,5 cm, Etiketten ganz leicht beschädigt, leicht verschmutzt"
43636,"Weingut Joh.Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese 1997 0,75 l(3)",1,1,1,92,"0,5 cm, Etiketten ganz leicht beschädigt, leicht verschmutzt"
43637,"Staatsweingüter Kloster Eberbach Steinberger Riesling Spätlese Crescentia Versteigerungswein 2015 0,75 l",NULL,1,NULL,0,"0,5 cm"
43638,"Weingut Freiherr Langwerth von Simmern´sches Rentamt Hattenheimer Nußbrunnen Riesling Beerenauslese 1999 0,75 l",NULL,1,NULL,0,"0,5 cm"
43639,"Weingut Egon Müller Scharzhofberger Riesling Auslese Goldkapsel Versteigerungswein 2001 0,75 l",NULL,1,1,0,"1 cm, Etikett stark verschmutzt, Kapsel leicht beschädigt, Kapsel oxidiert, Leckspuren"
43640,"Weingut Egon Müller Scharzhofberger Riesling Auslese Goldkapsel Versteigerungswein 2001 0,75 l",NULL,1,1,0,"0,5 cm, Etikett stark verschmutzt, Kapsel leicht beschädigt"
43641,"Knoll, Emmerich Loibner Loibenberg Riesling Smaragd 2020 0,75 l",1,1,1,97,"0,5 cm"
43642,"Knoll, Emmerich Loibner Loibenberg Riesling Smaragd 2020 1,5 l",1,1,1,97,"in"
43643,"Knoll, Emmerich Loibner Loibenberg Riesling Smaragd 2020 1,5 l",1,1,1,97,"in"
43644,"Knoll, Emmerich Loibner Schütt Grüner Veltliner Smaragd 2020 0,75 l",1,1,1,96,"0,5 cm"
43645,"Knoll, Emmerich Steiner Pfaffenberg Riesling Selection 2020 0,75 l",1,1,1,98,"0,5 cm"
43646,"Knoll, Emmerich Steiner Pfaffenberg Riesling Selection 2020 1,5 l",1,1,1,98,"in"
43647,"Pichler, F.X. Ried Kellerberg Riesling Smaragd 2018 6,0 l",1,1,1,94,"1 cm, Etikett beschädigt"
43648,"Baron de Lustrac Armagnac 1951 0,7 l",NULL,1,NULL,0,"ts"
43649,"Baron de Lustrac Armagnac 1959 0,7 l",NULL,1,NULL,0,"ts, mit Zertifikat"
43650,"Baron de Sigognac Armagnac 1940 0,7 l",NULL,1,1,0,"4 cm, Schultermarke beschädigt"
43651,"Weingut Clemens Busch Riesling vom blauen Schiefer 2019 1,5 l",1,1,1,93,"0,5 cm"
43652,"Weingut Clemens Busch Riesling vom blauen Schiefer 2019 1,5 l",1,1,1,93,"0,5 cm"
43653,"Weingut Clemens Busch Riesling vom blauen Schiefer 2019 3,0 l",1,1,1,93,"4 cm"
43654,"Weingut Dr. Loosen Ürziger Würzgarten Riesling Alte Reben Grosses Gewächs 2019 0,75 l",1,1,1,96,"0,5 cm"
43656,"Chateau Brane-Cantenac Notton, 2e vin de Brane-Cantenac 1986 0,75 l(1)",NULL,1,1,0,"ts, Etikett ganz leicht verschmutzt"
43657,"Chateau Laville-Haut-Brion Chateau Laville-Haut-Brion blanc 1979 0,75 l",NULL,1,1,0,"hs, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
43658,"Chateau de la Nerthe Chateauneuf-du-Pape Cuvee Cadettes 1986 1,5 l",NULL,1,NULL,0,"3 cm, Etikett leicht verschmutzt"
43659,"Chateau de la Nerthe Chateauneuf-du-Pape Cuvee Cadettes 1986 1,5 l",NULL,1,1,0,"2 cm"
43660,"Chateau Gruaud-Larose 1972 0,75 l(1)",NULL,1,1,0,"ts, Etikett ganz leicht beschädigt, stark verschmutzt"
43661,"Raveneau Chablis Butteaux 1er Cru 2010 0,75 l",1,1,1,95,"0,5 cm"
43662,"Raveneau Chablis Butteaux 1er Cru 2013 0,75 l",1,1,1,93,"0,5 cm"
43663,"Bouzereau, Michel Meursault Les Genevrieres 1er Cru 2012 0,75 l",NULL,1,1,0,"0,5 cm"
43664,"Colin-Morey, Pierre-Yves Chassagne-Montrachet Les Caillerets 1er Cru 2013 0,75 l",1,1,1,90,"2 cm"
43665,"Colin-Morey, Pierre-Yves Meursault Les Narvaux  2013 0,75 l",NULL,1,1,0,"2 cm, Etikett ganz leicht verschmutzt"
43666,"Colin-Morey, Pierre-Yves Meursault Les Perrieres 1er Cru 2013 0,75 l",1,1,1,93,"2 cm, Kapsel ganz leicht beschädigt"
43667,"Domaine Remi Jobard  Meursault Les Charmes 1er Cru 2005 0,75 l(1)",NULL,1,1,0,"1 cm"
43668,"Valentini, Edoardo Trebbiano d´Abruzzo 2003 0,75 l",NULL,1,1,0,"3 cm, Etikett ganz leicht beschädigt"
43669,"Venica & Venica Ronco delle Melle Sauvignon Blanc 2011 1,5 l(2)",1,1,1,92,"in"
43670,"Ca ´del Bosco Franciacorta Cuvee Annamaria Clementi Brut 1998 0,75 l",NULL,1,1,0,"1 cm"
43671,"Carillon, Francois Puligny Montrachet Les Enseigneur 2014 1,5 l",NULL,1,1,0,"1 cm"
43672,"Carillon, Francois Puligny Montrachet Les Folatieres 1er Cru 2010 1,5 l",1,1,1,90,"1 cm"
43673,"Carillon, Francois Puligny Montrachet Les Folatieres 1er Cru 2010 1,5 l",1,1,1,90,"1 cm"
43674,"Carillon, Francois Puligny-Montrachet Les Combettes 1er Cru 2014 1,5 l",NULL,1,1,0,"1 cm"
43675,"Carillon, Francois Puligny-Montrachet Les Perrieres 1er Cru 2010 1,5 l",1,1,1,93,"1,5 cm"
43676,"Carillon, Francois Puligny-Montrachet Les Perrieres 1er Cru 2011 1,5 l",NULL,1,1,0,"1 cm, Etikett ganz leicht verschmutzt"
43677,"Carillon, Francois Puligny-Montrachet Les Perrieres 1er Cru 2013 1,5 l",1,1,1,90,"1 cm"
43678,"Domaine Faiveley Corton Clos des Corton Grand Cru 1993 0,75 l",NULL,1,1,0,"1 cm"
43679,"Domaine Faiveley Corton Clos des Corton Grand Cru 1999 0,75 l",NULL,1,1,0,"0,5 cm, Etiketten ganz leicht verschmutzt"
43680,"Domaine Joseph Matrot Meursault Les Perrieres 1er Cru 2010 3,0 l",NULL,1,1,0,"1 cm"
43681,"Tenuta San Guido Sassicaia 2003 0,75 l",1,1,1,92,"ts"
43682,"Allegrini Amarone della Valpolicella Classico 2000 0,75 l(2)",1,1,1,92,"1 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
43683,"Mondavi/Rothschild Opus One 2003 0,75 l",1,1,1,94,"in"
43684,"Mondavi/Rothschild Opus One 2003 0,75 l",1,1,1,94,"in, Etikett ganz leicht beschädigt"
43685,"Mondavi/Rothschild Opus One 2003 0,75 l",1,1,1,94,"in"
43686,"Clos des Papes, Avril Chateauneuf-du-Pape 2007 0,75 l",1,1,1,10,"0,5 cm"
43687,"Burlotto Barolo Acclivi 2018 0,75 l",NULL,1,1,0,"in"
43688,"Burlotto Barolo Castelletto 2018 0,75 l",NULL,1,1,0,"in"
43689,"Burlotto Barolo Monvigliero 2018 0,75 l",NULL,1,1,0,"in"
43690,"Burlotto Barolo Vigneto Cannubi 2018 0,75 l",NULL,1,1,0,"in"
43691,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2015 0,75 l",1,1,1,93,"0,5 cm"
43692,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2015 0,75 l",1,1,1,93,"0,5 cm"
43693,"Weingut Wittmann Westhofener Morstein Riesling Grosses Gewächs 2007 0,75 l(1)",1,1,1,91,"0,5 cm"
43694,"Chateau Palmer 1990 0,75 l",1,1,1,92,"ts, Kapsel ganz leicht beschädigt"
43695,"Chateau Rausan Segla 1990 0,75 l",1,1,1,90,"in"
43696,"Chateau Lafite-Rothschild 1979 0,75 l",1,1,1,92,"in-ts, Etikett ganz leicht verschmutzt, leicht kellergrau"
43697,"Chateau Lafite-Rothschild 1983 0,75 l",1,1,1,93,"ts, Etikett leicht verschmutzt"
43698,"Chateau Latour 1971 0,75 l",1,1,1,94,"ts, Etikett verschmutzt, ganz leicht kellergrau, Leimstreifen"
43699,"Chateau Mouton-Rothschild 1975 0,75 l",1,1,1,90,"ts, Etikett ganz leicht beschädigt, verschmutzt, ganz leicht kellergrau, Kapsel stark beschädigt, Leimstreifen, Kapsel locker"
43700,"Chateau Mouton-Rothschild 1979 0,75 l",1,1,1,96,"hs, Etikett ganz leicht beschädigt, leicht verschmutzt, Kapsel leicht beschädigt"
43701,"Palacios, Alvaro L'Ermita 1997 0,75 l",NULL,1,1,0,"ts, Etikett verschmutzt"
43702,"Palacios, Alvaro L'Ermita 1997 0,75 l",NULL,1,1,0,"ts, Etikett verschmutzt"
43703,"Palacios, Alvaro L'Ermita 1997 0,75 l",NULL,1,1,0,"ts, Etikett beschädigt, verschmutzt"
43704,"Palacios, Alvaro Les Terrasses 2000 0,75 l",NULL,1,1,0,"in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
43705,"Bodegas Alejandro Fernandez Pesquera Reserva 1994 0,75 l",1,1,1,94,"ts, Etiketten ganz leicht verschmutzt"
43706,"Bodegas Vina Mayor Reserva 1994 0,75 l(4)",1,1,1,94,"ts, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt"
43707,"Pingus - Sisseck, P. Dominio de Pingus 1997 0,75 l",NULL,1,1,0,"ts"
43708,"Pingus - Sisseck, P. Dominio de Pingus 1997 0,75 l",NULL,1,1,0,"ts, Kapsel ganz leicht beschädigt"
43731,"Weingut Egon Müller Scharzhofberger Riesling Auslese Weiße Kapsel Versteigerungswein 2001 0,75 l",NULL,1,NULL,0,"1,5 cm, Etikett leicht beschädigt, leicht verschmutzt, ganz leicht kellergrau"
43709,"Pingus - Sisseck, P. Dominio de Pingus 1997 0,75 l",NULL,1,1,0,"ts"
43710,"Pingus - Sisseck, P. Dominio de Pingus 1997 0,75 l",NULL,1,1,0,"ts"
43711,"Penfolds Grange Hermitage 1999 0,75 l",1,1,1,92,"in"
43712,"Penfolds Grange Hermitage 2010 0,75 l",1,1,1,99,"in"
43713,"Weingut Egon Müller Scharzhofberger Riesling Eiswein 1977 0,7 l",NULL,1,NULL,0,"1 cm, Etikett ganz leicht verschmutzt, ganz leicht kellergrau"
